prox_angle,distal_angle
-0.9592560984961674,-0.5592641726947971
-0.9605167352087449,-0.5599499815676233
-0.9612708906628866,-0.5600902588371127
-0.9625930668348583,-0.5604245479357378
-0.9632650350178253,-0.5605329670173994
-0.9649753947359005,-0.5608195423824508
-0.9661543913458686,-0.5615194973218698
-0.966546718095118,-0.5616803353588004
-0.9671435818573484,-0.5617985762997548
-0.9690661906351298,-0.5620217269778616
-0.9722614689330003,-0.5636013306017646
-0.972729234294437,-0.5637636273220752
-0.9734463778385608,-0.5639025213250856
-0.9753899099860981,-0.5649048938325939
-0.9797308580181777,-0.5704137593228437
-0.9822046932163944,-0.571613436998104
-0.9859909048282148,-0.5735062893485313
-0.9865035774292225,-0.5738738763573565
-0.9876305776407094,-0.5740619093482895
-0.990112890925775,-0.5753863685664664
-0.9923890494921959,-0.5776726594147553
-0.9950625370070628,-0.5808886220036749
-0.9967410948369714,-0.5813706082241097
-1.0012919534202644,-0.5823421388561882
-1.002195202832288,-0.5825942159379518
-1.0041769276727543,-0.5830619830134157
-1.0064230109408643,-0.5834730703886317
-1.0077471401796434,-0.5836881559242603
-1.008819178602196,-0.5838393389352817
-1.010024341681397,-0.583992846831193
-1.0104521989034732,-0.5840120813371296
-1.01443999793511,-0.5851948388056015
-1.0159242782125755,-0.5853957234782875
-1.017178526352443,-0.5855155134452885
-1.018365437079828,-0.5854949164840286
-1.0206768652457399,-0.5862548736902722
-1.0214840716600437,-0.5863206889081163
-1.0234815434567948,-0.5870172667253095
-1.025230588546175,-0.5869999917834783
-1.0269101209178912,-0.587469024212698
-1.0287212764034521,-0.5880113269013153
-1.0298966633940037,-0.5879952483509473
-1.0329420437042647,-0.5891863540846856
-1.034033833576664,-0.5892457783055373
-1.0355892661533868,-0.5894998561782572
-1.0368281378468107,-0.5895251484150847
-1.0382512617807353,-0.5897877433923046
-1.0403311478174067,-0.5903869594615494
-1.042349163214576,-0.5905398503547457
-1.0444785665321674,-0.590924083666599
-1.045776340280502,-0.5909537158419909
-1.0473816246495669,-0.5909272589704662
-1.048644959696722,-0.591546739364888
-1.0503151323367423,-0.5915769703555338
-1.0519017692378503,-0.5905539634055937
-1.0538141427440724,-0.5907802555558253
-1.0545777535277805,-0.5904146995119823
-1.055504490516563,-0.5904332207262857
-1.058508721467179,-0.5915368672441126
-1.0597272725401636,-0.591569082592885
-1.0608238642602572,-0.5912890775278503
-1.0627586965253966,-0.5912917564062912
-1.0643564939557264,-0.5915726920648853
-1.065196770233495,-0.5915793243155842
-1.0665381045725981,-0.5915200934774819
-1.0686239770118664,-0.5921734005265624
-1.0700054543336084,-0.5927544823072779
-1.0730759644485963,-0.5929054917879618
-1.0740400137893427,-0.5931235809739641
-1.0750857254598345,-0.5932425490094898
-1.0761310829425388,-0.5932435676622734
-1.0773846680329708,-0.5935325476150031
-1.0787464881051134,-0.5933319891021853
-1.0810230750064918,-0.5939066690903206
-1.0830771938408168,-0.5937169123008303
-1.0845621257729547,-0.5947009410966227
-1.0865927163462168,-0.5948505163227727
-1.087741053500467,-0.594832842351401
-1.0901661729139118,-0.5949683032587804
-1.0912197324180137,-0.5949747803425964
